YearsFromRegistration,powerPS,kilometer,abtest_test,vehicleType_cabrio,vehicleType_coupe,vehicleType_limousine,vehicleType_others,vehicleType_small car,vehicleType_station wagon,vehicleType_suv,fuelType_diesel,fuelType_electro,fuelType_hybrid,fuelType_lpg,fuelType_other,fuelType_petrol,gearbox_manual,notRepairedDamage_yes,brand_encoded,monthOfRegistration_Q2,monthOfRegistration_Q3,monthOfRegistration_Q4,price
20,143,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,20,1,0,0,3900
18,230,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,9250
21,126,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,23,0,0,0,2490
20,105,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,1,0,4200
25,90,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,10,0,0,0,350
26,130,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10,1,0,0,120
19,166,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3750
28,223,150000,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,33,0,0,1,5
12,184,60000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,21,0,0,1,13000
15,71,60000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,0,1,4890
26,73,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,19,0,1,0,1599
21,101,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,1,4199
24,116,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,1,0,1350
25,90,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,0,1000
10,163,60000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,1,36500
12,220,50000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24,0,1,0,19995
16,87,10000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,36,0,0,1,5800
10,184,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,24999
22,60,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,30,1,0,0,1300
5,136,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39,0,1,0,4499
19,64,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,3499
18,105,80000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24,1,0,0,4500
26,90,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,23,0,0,1,500
28,90,150000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,999
25,50,90000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,10,0,0,1,250
25,101,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,1100
23,65,5000,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,700
25,116,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10,0,0,0,800
22,110,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,0,0,1,600
15,143,100000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,11490
21,192,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,36,1,0,0,3500
18,204,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,7500
12,177,80000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,15000
16,224,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,0,0,0,14650
13,306,60000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,46999
29,116,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,850
16,69,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,31,0,1,0,5500
13,163,125000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,39,0,0,1,13200
18,101,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,1,2950
24,54,80000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,1,0,1100
14,140,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,0,1,0,12600
19,101,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,1,0,0,3525
29,75,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,20,0,0,1,200
29,125,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,500
17,77,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,1,0,3990
32,320,80000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,26,0,0,1,19950
8,150,20000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,0,22400
12,105,50000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,14200
25,110,150000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,38,1,0,0,600
24,170,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,24,1,0,0,1000
18,143,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,8790
17,223,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,38,0,0,0,13990
19,65,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,31,0,1,0,2499
11,77,60000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,12,0,0,0,5750
14,71,80000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,32,0,1,0,4890
14,67,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,12,0,0,0,3300
12,105,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,1,0,12700
25,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,1,0,500
13,340,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,38,1,0,0,27950
33,109,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,20,0,1,0,3500
21,80,150000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,9,1,0,0,1660
21,150,150000,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,36,0,0,0,3500
22,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,1,0,999
19,105,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,1,0,0,14900
25,110,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,950
19,150,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38,1,0,0,3900
12,170,100000,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,1,0,17990
25,95,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,10,0,1,0,990
26,90,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10,1,0,0,400
6,116,125000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,10,0,1,0,6250
7,53,80000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24,1,0,0,1200
22,220,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1990
17,177,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,36,0,1,0,5700
20,147,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,0,3200
14,105,150000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38,0,0,1,9800
27,100,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,22,0,0,0,750
24,110,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,2500
15,95,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,0,6200
20,90,150000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,25,0,1,0,999
25,64,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,31,0,1,0,1100
21,125,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,2600
23,60,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,0,0,1,399
27,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,850
19,101,150000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,19,1,0,0,3200
16,80,50000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24,1,0,0,5190
23,58,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,1,650
23,110,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,36,0,1,0,2490
22,76,100000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,35,0,0,0,2450
26,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,1,0,0,90
26,40,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,27,0,1,0,100
24,150,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,31,1,0,0,1000
14,160,100000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,11700
18,131,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,10,1,0,0,3150
19,125,150000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,0,2850
16,292,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,20,0,1,0,9700
17,140,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,38,0,0,0,8350
5,212,5000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,24,0,0,1,2599
19,250,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,20,0,0,0,6595
15,130,100000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,0,0,0,5500
17,80,150000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,31,0,0,1,2950
14,125,125000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,24,0,1,0,9495
19,224,80000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,0,0,0,18400
19,143,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,0,0,1,5400
22,131,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,6000
25,111,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1500
40,50,5000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,10,1,0,0,2400
40,213,50000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,33,0,0,1,16500
9,105,30000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,31,1,0,0,17300
21,116,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,10,0,0,1,699
27,110,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1100
26,122,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,2499
19,82,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,2900
12,184,80000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,1,16200
13,166,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7700
14,140,125000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,31,1,0,0,10500
13,150,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,25,1,0,0,8900
24,165,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2400
14,120,40000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,21,0,0,1,11490
18,101,150000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38,0,0,1,3300
12,204,80000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,27790
27,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,890
22,158,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,25,0,0,0,900
13,330,70000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,30,1,0,0,18499
12,98,60000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,21,1,0,0,14000
9,75,10000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,0,1,0,10999
16,67,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,12,0,0,0,2400
15,140,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,0,1,4699
20,158,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,25,0,0,0,1850
13,122,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,1,0,7999
23,170,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,0,1,0,1350
10,90,80000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,38,0,0,0,11350
18,116,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,5800
14,143,125000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,12500
11,184,50000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,25500
9,132,5000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27,0,0,0,20900
17,68,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,36,0,0,0,2798
26,90,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,1,400
17,60,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,1,0,0,2900
16,170,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,7899
17,75,50000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,1,0,0,6500
10,177,30000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,30,0,0,1,31500
14,97,40000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,15,1,0,0,3900
15,295,30000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,26,0,1,0,33500
11,218,50000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,22500
19,150,150000,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,0,1,0,2900
25,136,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,20,1,0,0,1590
20,75,125000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,27,1,0,0,2200
22,41,150000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,32,1,0,0,1650
17,120,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,24,0,0,1,4300
22,125,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,1999
16,150,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,7499
9,140,30000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,38,0,0,0,22500
6,105,80000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,30,0,0,1,8990
20,60,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,9,0,0,1,1000
13,105,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,38,1,0,0,12499
53,18,40000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,1,0,10900
23,101,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,24,0,1,0,950
26,116,70000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,1600
26,127,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,23,0,0,0,800
9,71,20000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32,1,0,0,8800
25,125,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,0,1,750
12,105,90000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30,0,0,0,7500
15,80,60000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,6700
22,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,0,1,800
6,116,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,55
24,101,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,38,1,0,0,1550
18,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,32,0,0,0,2550
22,179,150000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,5000
20,163,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,5999
18,170,70000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,10900
17,175,150000,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,12,0,0,1,7500
17,105,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,0,4300
15,225,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,38,0,1,0,11850
12,140,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,1,0,11900
12,245,90000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,14500
20,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,9,0,1,0,1399
12,170,100000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38,0,1,0,19900
25,50,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,600
9,150,50000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,38,0,1,0,19900
18,116,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,10,0,0,0,2600
28,211,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,13,0,1,0,3900
12,161,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,38,1,0,0,8800
23,110,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,0,1,1800
13,102,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,38,0,0,0,13900
21,83,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,23,0,0,1,1700
21,175,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,20,0,0,0,4000
12,170,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,17300
16,129,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,0,0,0,5500
14,160,80000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,7499
23,54,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,0,649
20,139,100000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,27,0,0,0,4900
10,140,40000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,0,10000
12,211,50000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,0,0,1,16250
24,115,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,1,0,4321
19,131,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,0,1,0,3300
12,110,5000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,20,0,0,1,690
23,122,150000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,20,0,1,0,1750
14,74,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,6,1,0,0,1350
17,82,150000,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,16,0,0,1,1499
17,105,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,38,0,0,0,3050
38,184,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,8500
25,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,38,0,0,1,570
13,140,70000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,0,11000
21,170,150000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,5999
22,231,150000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,6900
19,109,80000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,25,0,0,1,4300
23,64,125000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24,1,0,0,750
13,143,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,30,0,0,1,7900
7,110,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,20,1,0,0,3900
25,116,150000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10,0,0,0,1200
15,200,150000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,15500
7,102,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,22,0,0,0,1999
9,140,30000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,22200
17,131,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,1,0,0,3100
20,163,150000,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,6850
25,165,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2300
16,109,125000,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,21,0,0,1,6800
16,143,150000,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,2,1,0,0,8850
15,170,125000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,38,0,0,1,10999
15,140,5000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,10,0,1,0,7700
9,170,30000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,15400
9,177,60000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,0,19480
21,192,150000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,0,5999
18,218,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,100
21,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,31,0,0,1,3450
20,105,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,38,0,1,0,3699
15,105,70000,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,1,6300
20,75,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,0,0,1800
18,76,80000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10,0,0,1,3100
21,116,125000,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,0,1,0,6400
16,105,150000,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0,1,0,5200
19,110,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,24,1,0,0,990
15,143,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,10900
11,313,50000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,43900
20,330,150000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,33,0,1,0,18749
14,109,60000,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,22,0,1,0,6499
19,75,100000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,1,0,0,2000
17,224,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,10500
11,204,30000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,0,0,29950
15,120,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,9,0,0,0,2999
18,60,150000,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,1,0,1650
42,70,150000,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,13000
7,116,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,24,1,0,0,650
33,110,125000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,38,1,0,0,1900
25,93,150000,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,25,0,0,0,600
19,116,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,30,0,1,0,2700
14,109,80000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,21,0,1,0,12500
17,102,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,38,1,0,0,5900
25,150,150000,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,38,0,0,1,3000
29,116,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,38,0,0,1,2500
14,143,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,1,9999
13,150,70000,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,23,0,0,1,14500
19,105,150000,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,0,3500
19,68,150000,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10,0,1,0,2300
21,75,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,1,0,0,1400
23,90,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,0,0,0,1400
22,75,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,24,0,1,0,1590
27,90,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,22,1,0,0,400
10,110,70000,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,23,0,0,1,14000
22,231,150000,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,4999
21,60,125000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,10,0,0,0,250
28,150,150000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,20,0,1,0,1000
23,114,150000,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,27,1,0,0,1500
10,170,60000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,27350
7,116,50000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,20,1,0,0,6999
12,156,30000,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,25,1,0,0,17900
16,200,150000,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,10999
6,110,30000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,24,0,1,0,8300
24,60,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,38,1,0,0,450
18,179,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,6900
16,190,125000,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,12899
24,50,150000,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,30,0,0,1,799
49,60,20000,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,20,0,1,0,5500
20,101,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,38,1,0,0,2599
27,95,150000,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,20,1,0,0,1700
26,102,150000,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1649
